	Sentence	Predicted	Label
644	虫刺されスプレーでこんなに疲れるとは。虫刺されスプレーに負けた（笑）保護者対応大変で涙が出る！！	1	1
645	パッションフルーツ痛んでなかった?おいしかった?！	1	0
646	蚊に刺されまくって、おきた。	1	1
647	あと5日ーーーーー！	1	2
648	眠たすぎる?今週、早上がり2回もあるからがんばろう！	1	1
649	ここ一番の衝撃だったびっくり。こんなこともあるんだな?	1	1
650	あめ！！！あめ（；＿；）鎌倉行く予定だったけど中止なける。	1	1
651	コニカミノルケルタプラネタリウム心地よかった?アロマいい匂いすぎた?	1	0
652	宮崎帰ってきた?一気に現実。	1	1
653	久しぶりに早番でこの時間に家帰ってきてる?幸せ??	1	1
654	８月あっというま！！もう９月?運動会に発表会に造形展がやってくる?	1	1
655	台風（；＿；）（；＿；）（；＿；）	1	1
656	今日、災難な１日だった。	1	1
657	めっちゃ寝てた。びっくり。	1	1
658	パラリンピックあしたからー！！！	1	0
659	瀬戸内国際芸術祭行ってみたいな?	1	1
660	今日は家をきれいにする日！！と決めて、せっせと掃除！天気良かったら布団も干したかった。	1	1
661	夏服きてないのにもう秋。なける。	1	1
662	台風でねれない。風強すぎ。そして気圧のおかげで耳も痛い。	1	1
663	ねむたい！都城まで運転して帰るぞー！	1	2
664	実家、ブレーカー落ちてるし、あげても電気つかないしで、懐中電灯生活。台風でシャッターもおろしてるから真っ暗（；＿；）	1	1
665	ラーメン食べてかえる！！今度こそ遊びに福岡くるぞー。	1	0
666	初めて点滴するやだ（；＿；）（；＿；）	1	1
667	たにぞうさんの研修会楽しかった??つかれた??	1	0
668	月案きえてた。なける（；＿；）	1	1
669	髪の毛切ろうかな?バサっと！	1	1
670	ピアノ弾きたいなーってなる。ただのテレビの影響。（笑）	1	1
671	予行練、、園長の威圧がすごすぎてピリピリしすぎてつかれた?（；＿；）	1	1
672	9時半出勤。朝ゆっくり。幸せ（；＿；）	1	0
673	明日の運動会はアンパンマンの絵本とラムネでのりきる！！！（笑）	1	1
674	と思ったら最後の最後でやらかした。家の鍵を保育園に忘れるミス。	1	1
675	全身筋肉痛。つらい、、（笑）	1	1
676	親子製作の案が思いつかない思いつかない思いつかない！	1	1
677	計画性のなさが、ついに自分の首しめはじめてきた！今日ねれないぞこれは！！！	1	1
678	楽しい休日だった！仕事してるからできることだ！明日から気持ち切り替えて頑張ろ?	1	3
679	誕生会。担当。10月の誕生者多すぎる??心臓飛び出そう。	1	1
680	この時間に上がれるのめっちゃ嬉しい。	1	1
681	家計簿最近サボりっぱなしだった。ちゃんとつけよー。	1	1
682	さむい！鍋パしたい?みんなで鍋囲んでわいわいしたい?	1	1
683	すること多い！すること多い！！することがとても多い！！！！！行事行事毎週行事！！ワークライフバランスかー	1	1
684	なんだかんだ母は偉大。	1	1
685	造形展と参観日おわった??次、発表会！	1	1
686	倒れるように寝た?たくさん寝れたから日曜にしては早起き！部屋の片付けからしよ??！	1	0
687	今日で長い髪の毛さよなら??面接前だけど切ってしまおう！！	1	1
688	ひとつ終わったらひとつやってくる行事。発表会、なかなかやばい。	1	1
689	衣装が??（；＿；）ミシン欲しい。ラミネーターほしい。いろいろ間に合わない！！！	1	1
690	３１日休みになった??！！！うれしい！！！	1	1
691	さむいー！！あと三日頑張ろう！	1	1
692	寒すぎて帰って着てから全然動いてない。	1	1
693	こたつ出して完全動けなくなった。（笑）仕事しなきゃ?	1	1
694	今日以上児だ??しかも遅番。土曜日飛ばされまくってもうここ3ヶ月くらい自分のクラスに入ってない（；＿；）	1	1
695	資さんのおでんが食べたい（；＿；）！	1	1
696	12月3連休確定！！！嬉しい嬉しい嬉しい！！！今回はそのままそのまま、、お休みがきますように。	1	1
697	師走だーーーー！がんばろーう。	1	1
698	しっかりしなきゃ?やることたくさんあるから頑張らねば！今日も以上児。ぽいっとなげられてあとはやってだから恐怖。	1	1
699	でもぜーんぶ終わった一週間とちょっと後は東京！その時にはストレスフリーになってるはず！かぜなおす！	1	0
700	なんで大きいさんは仕事頼めて、小さいさんは仕事持ち帰らないといけないのかわかんない！どうしてー！	1	1
701	発表会ドキドキ	1	1
702	発表会終わって、ご飯食べてまだ2時半！すてき！久しぶりに作り物に追われてない??	1	1
703	今日が山。しっかり伝わるように言えるかなー、胃が痛い（；＿；）	1	1
704	ぜんぜんメダル案できない?	1	1
705	年賀状おわんない（笑）	1	1
706	3日間休みなのほんと幸せ?ゆっくり?	1	1
707	今日は思い切り片付けをしよう！	1	1
708	お腹いっぱい！たのしかった！	1	0
709	髪の毛切った?！染めたかったけど断念。今度染めよ?	1	1
710	このショートヘアをいかにアレンジするか考えてる。んー。	1	1
711	染めてる人はシラミうつらないっていう話題になり。これは髪の毛を染めるに絶好のチャンス！！ってただただ思った。\nふふふ。ほぼ一年ぶり！セルフカラ?	1	0
712	星きれい?一眼レフほしい?	1	1
713	腰が重た?い！さ、仕事始め。頑張ってこよう。	1	1
714	鍵間違って持って帰って来ちゃったし、楽しいことの前後になにかいつもやらかす。	1	1
715	なんだろな?	1	1
716	連休明けきつい?（；＿；）	1	1
717	実家に自分のもの入れるスペースなくて必死に掃除と分別。子ども部屋を4月からちゃんと仕事できる部屋にしなければ。	1	1
718	ぼーっとご飯食べながらテレビ見てたら、栗木先生出てきてびっくりした（笑）全然変わってない（笑）	1	1
719	冷え性なのに裸足保育。めっちゃ足の指しもやけだらけで痛い（；＿；）！	1	1
720	主任の先生が意地悪すぎてわろた。（笑）試し行動多すぎ、ずっと試されてる。	1	1
721	明日マラソン大会終わったら温泉行く、岩盤浴も行く。きめた。	1	1
722	おふろと岩盤浴、リフレッシュできた?！早く気づけばよかった！	1	1
723	早く二月のシフト出して欲しい?何もきめられないよ?あと二日で二月だよ?	1	1
724	え！めっちゃ怖い！どうしよう！！あと2ヶ月あと2ヶ月！がんばるがんばるがんばる。	1	1
725	２月！がんばろー	1	0
726	髪の毛切って、そめて！すごく気持ちが上がった！！まみにも会えて嬉しかった?さぁ買い物するぞー！！！	1	1
727	思った以上にストレス発散できた?明日からがんばろー！	1	1
728	リフレッシュ！久しぶりのなな楽しかった?嬉しかった?夜ご飯なに食べようかなー！	1	1
729	9時半出勤三連勤。あしたでおわり！！！今週ずっと遅い。けど来週は早く帰れる日多いからがんばるー！！！	1	3
730	寝ようと布団に入ったところで、めっちゃゆれたよね、ねれないよね。日向灘だってこわい。	1	1
731	今からお弁当の準備ー！\n今月で最後！だからちゃんと作ろう（笑）	1	0
732	卒園式、何着よう、どうしよう?	1	1
733	久しぶりに怒り爆発しそう！ほんと中学生！	1	1
734	あと三週間後三週間。	1	1
735	無事に空港着いたー。おかげさまで東京に行ってたの先生にバレたけどまぁいいや！	1	1
736	どたばたの最終日。泣き疲れた?よいお母さんばかりで本当にうれしかったなぁ。なんか実感わかない、	1	3
737	ひとりぐらししたいーーーーー！！！！！（実家暮らし2日目）	1	1
738	実家ぐらしになってから仕事やる気スイッチがますますつかなくなってる！！やっぱり一人暮らしだな?	1	1
739	夏フェス行きたい?	1	1
740	こんな時間まで爆睡してた、	1	1
741	最初は2歳児と言われたのに、次は1.2歳児担当と言われ、6月から2.3歳児合同保育するから担当と言われ、\n私はいったい何歳児の担任なんだ、	1	1
742	どんなに早く始めても、結局この時間まで終わらない週案。	1	1
743	ちょっとゆっくり出勤。がんばろ?	1	2
744	明日お休みだー！	1	1
745	せっかくの休みなのに病院行って潰れた。	1	1
746	1日だけでもいいから希望休出したい。みんな休みたい日を書くシステムだったらいいのに。\n休みたい日がある人だけ書くんじゃ出しにくすぎる。	1	1
747	アルバムの写真のサイズ間違えた?、休日出勤確定だ。	1	1
748	研修で前の職場の先生にあったけど、めっちゃ顔がこけてた。本気で今の職につけてよかったと思った1日でした。\n明日からまた仕事がんばろ?	1	2
749	ジムは無理だから、ヨガ始める！	1	1
750	保育士、社会人枠でてる！！！	1	0
751	ひさしぶりに憂鬱な出勤。がんばろう、	1	1
752	運動会の曲、おもいつかん。三曲も候補だすとか、、、	1	1
753	明日は遅番からの福岡。小・中学生の前で話すなんてどきどきだー！宮崎のお土産ってなにがあるんだろう、\n全く思いつかない。	1	1
754	遅番からの今から福岡！	1	2
755	平日お休み最高だ。そして天神。かいものー！！！！！素敵な休日?	1	1
756	名札忘れたー！これは絶対怒られるやつだ。	1	1
757	お祭り延期になって暇になった。（笑）	1	2
758	台風のおかげで耳、違和感。	1	1
759	みてないクラスの週案.月案書くのめっちゃ時間かかる、正職増やして欲しい?！！！！	1	1
760	久しぶりに家に1人でなーんにも予定のない暇な土曜日。ただひたすらごろごろ。	1	1
761	運動会無事にやってきますように。	1	1
762	SONGS、星野源だ?	1	0
763	運動会、消防、研修終わって土曜保育して、やっと休みがきた。	1	0
764	発表会の案、皆無。明日がんばろ、	1	1
765	おばちゃんにふりまわされて、つかれた。	1	1
766	発表会の衣装探しで1日つぶれた。	1	1
767	ふみから教えてもらったシャンプー早速買って使ったらさらっさら！髪の毛伸びますように！！	1	1
768	年末を楽しみにこの一週間をのりきる。あーやることいっぱいがんばろう！	1	0
769	鹿児島めっちゃ混んでる\n東京相当だなきっと、	1	1
770	仕事あとみっか！！！！！！	1	0
771	あーもうお正月あけるーーーー（；＿；）！	1	1
772	どこか早朝から髪の毛してくれるところないかなぁ?	1	1
773	普通普通っていわれるのほんと無理！！！ふつうってなんなんだろうね。\n人それぞれ違うのに押し付けないで?	1	1
774	奄美寒すぎる。	1	1
775	今週も長い、来週も長い。	1	1
776	土日楽しかった?	1	0
777	久しぶりの水曜やすみ?真ん中の休みが1番うれしい！！	1	0
778	GWたのしすぎて、帰ってきてからの現実?次の旅行のために頑張るしかない！！	1	1
779	やる気起きず一日中ぼーっとしてて何も進まず。笑	1	1
780	おさけ！！！ってなってめっちゃ買って帰った。明日早番だけど知らない！！！昨日ちょっと反抗したら、\n反撃された！！育児経験語られたら何もいえんよね笑さらに腹立つよね笑笑	1	1
781	家でも仕事。夢でも仕事。夏祭り準備！夏祭りが終わったら運動会！が終わったら発表会！準備エンドレス！！！	1	1
782	去年と今年の差！おやすみもちゃんととれて嬉しい。	1	0
783	やっとできた！！！！！！！！なんとかなった?明日の部会こわい。	1	0
784	何に使うのかわからない調味料と、掃除道具がたくさんあって戸惑う、、	1	1
785	ネットの配線工事？で来てるお兄さんたち、びっくりするくらい声が大き過ぎて私語多すぎてうるさい、、、、	1	1
786	いい天気?梅雨前に布団干したりシーツ洗ったりしてみた	1	0
787	来年のロッキンの倍率すごそう、、でも茨城に住んでるんだから行きたいいいい。来年こそは応募する。	1	1
788	あっっっつい。早めに自転車買おう、、	1	1
789	梅雨の何が嫌って虫が上がってくるのが嫌。	1	1
790	ということで今から全力で掃除	1	1
791	都城で感染者、、、、	1	1
792	資さんのうどんとおでんが食べたい	1	1
793	本当にどうかみんな無事でありますように	1	1
794	ゴキブリへの耐性が皆無になってて仕留められない、、、あれは子どもがみんなで見てたからできたんだな、\n子どもパワーすごい、、、なける今日寝れん。	1	1
795	窓の溝の掃除してたら飛んで部屋の中にはいってきたよね、ゴキちゃん、、、しかも寝室。	1	1
796	引っ越してきて、秋になって、火が沈むの早すぎてびびる。18時かと思った。	1	1
797	今日はしくじりまくりの日。大事なことに限って聞き忘れたり、し忘れてたり、、あー！	1	1
798	田舎こそ、バスがどこ走ってまーすっていう都会のわかりやすい電子掲示板？かなんか取り入れて欲しい、	1	1
799	花火の音するのに、花火の頭の方しか見えない、、、虚しい?みたい	1	1
800	運動不足を改善すべく、ウォーキングの日々。\n今日は5キロあるいた。\n燃えろカロリー。	1	1
801	トムヤムクン風野菜炒めを作った。\n\n野菜と海鮮から思いのほか水分が出てきて、結果いつものトムヤムクンになった。\n\nんまい。	1	1
802	他人のTwitterを見ると、文章が下手だなあと思う。\nけどいざやってみると、自分の方が下手で、ヘコむ。	1	1
803	怒りの感情丸出しで話してくる人たちは、なんなんだろう。\n\n「わかってくれない！」とか「相手の取り分まで取ってやろう」みたいなことを考えていそうな、印象を受ける。\n\nそういう人の態度を変えることは出来ないので、関わらないことしか解決方法は無い。	1	1
804	UNIQLOのパーカーちょっと小さい！\n今年は1サイズ上げて買おう！	1	1
805	運動しよう！\n\n運動不足の日々が2か月続いたら、すごく体調が悪くなった。\n身体硬いし、腹筋弱ったし、フラフラするし、胃下垂になった。\n\n1週間かけて毎日ウォーキングやら水泳やらするだけで改善してきた。\n\n元気が無い人こそ運動しよう。	1	1
806	スシロー、すっごく並ぶ。 日曜の12時にスシローは無理があった。 平日14時くらいが正解かな	1	1
807	昼間はあっつい、夜は寒い。 ビルの中は頭が茹で上がるほどの暖房。 秋の服装は難しい	1	1
808	自己診断とスキルの見える化が大事。\n\nこれまでの経験を無駄にすると転職市場でアピールしづらい。\n\nサービス系→事務系\n書類も通らないことがある。\n\n何ができる人かがわかりにくいのだろう。\n自己診断とスキルの見える化が大事。	1	1
809	あずきのチカラ、超優秀！！！\n\nパソコンスマホで疲労しまくった目が、3分×２回でスッキリ。\n\n毎日休憩時間にやろう。	1	1
810	運送業で実質時給800円って何だよ。しかも業務委託で。身を守る為に、しっかり断らせて頂くことにしました。	1	1
811	今日買わないお客さんにもある程度、正しい態度を取ることは大事。\n\n次回買ってくれるかもしれないし、そのお客さんの友人にクチコミが伝わるから。\n\n良い評判も、悪い評判も。	1	1
812	リズムが合うって大切。 ドライブに行った時に、 2カ所くらいの観光地をゆっくり見たい人と 10カ所を軽くジャンジャンまわりたい人がいる。 このリズムが合うと居心地が良いし、仲良くなりやすい。	1	1
813	UNIQLOとGUで身を固める私。\n\n他の人との差別化は、靴とカバンだけは良いものを身につけること。\n\n金銭的な事情により、スニーカーと1900円のリュックサック利用中である。	1	1
814	スシロー50分間待って、席開かず。\n\n日曜日の昼間は今後活用せず。\nみんなと同じ行動をして時間を無駄にしてしまった。\n\n私らしく無い動き、反省。	1	1
815	移動してトンカツ屋さんも満席。\n\n本日は昼ゴハンなし。\n時間を無駄にした。\n\n暮らしは逆張りがコスパ良い。\nもう一度、基本に忠実に。\n\n学び。	1	1
816	1時間近く無駄に並んだせいで、胃が痛くなった。\nムカムカしてもう食欲が無い。\n何食べても美味しくないだろう。\n\n他の人たちは全く平気な顔。\n\n人によって、ストレスの強度は異なるんだなあ。\n\n誰かがイライラしているときも少し優しくしてあげよう。	1	1
817	スシローでの待合席で、私は本を読んで待っていた。\n\n他の人はボーっと待っていた。本読み人口は少ないようだ。	1	1
818	世間の動きに疎い。\n\n特に流行り物を私は知らない。\n\nテレビも自宅に無い。\n\nテレビはテンポが悪く面白くないので興味がない。\n\n仕事の際にコミュニケーションを取る為に、流行り物くらいは知っている必要があるなあ。	1	1
819	レジに並ぶ時間を、別のコトをやる時間に変えたい。\n\n洗剤など、消耗品は通販の定期便で補充できるようになった。\n\nあとは生鮮食品を通販できるルートを確保すれば、レジに並ぶことから完全に解放される。	1	0
820	ランチ会を抜けてきたので、歩いて帰ってきた。\n\n1.4km歩いた。\n\nこれだけがランチ会に参加して良かったこと。	1	1
821	アパートの建物は日々古くなっていくのに、家賃が下がらない。\n\n交渉したものの破談。\n\n空き部屋もあるのに、強気だなあ。\n\nあと3か月くらいで出ていこう。	1	1
822	魚は山で売る、猪肉は海の近くで売る。\n\n逆張りこそ基本。	1	1
823	世間は冬のボーナス。\n\nボーナス最後にもらったのって、15年以上前だな。\n\nうらやましい。	1	1
824	10月も末だというのに、昼間はあっつい！！！	1	1
825	20代のみんな、選挙に行こう！！！	1	1
826	「何もしない」海でボーっとするを楽しめない人たちが居るんですよね。\n\n活発な性格なのですね。	1	1
827	メルカリ国では値下げプロレスをやることがマストだ。	1	1
828	数年ぶりに日曜日の昼間にスシローに行った。\n\nみんな12時にゴハン食べたいのね。\n\n久々にそういう人たちが居るちてことを、確認できた。	1	1
829	Yahooニュースって何の役にも立たないな。\n芸能人とかばっかり。	1	1
830	レンチンした昨晩のゴハン最高！！！\n\n早いし、んまい！	1	0
831	気をつけててもマウンティングしがち。\n\n友人といる時にカメラが回ってていた。\n\nあとてー見返すと偉そうにウンチク語っている私が写ってた。\n\n顔もドヤってた。\nカタカナ専門語など使って。\n\n日々精進します。	1	1
832	Googleアプリ増えてるな。\n「blogger」とかblogが作れるってこと？\n広告貼れるってこと？	1	2
833	麻生氏よく国会議員やれるな。\nみんななんで当選させるんだろ。\nこんなに国民に寄り添わない議員ダメだろ。\n\nよっぽど利権の塊みたいな組織表をたくさん持ってるだろなー。	1	1
834	クジラでけえーーー！！	1	0
835	核兵器禁止条約、日本は参加すべきだろ。\nなにアメリカの顔色伺ってるんだ。\n唯一の原爆被害国だろ。	1	1
836	ノンアルビール飲むとすっごく眠たくなるの私だけですか？\n\n血糖値の急激な上昇のせい？	1	1
837	今日は天気が良い。\n全国的にすこぶる快晴。\n\n今夜は星が見やすいのかもしれない。\n海沿いにでも行こうかしら。	1	0
838	ストレスの原因は対人関係が全て。\n\n人と関わらないと、本当にストレスが少ない。\n\n自宅業務は最高だ。	1	1
839	LINEは非同期コミュニケーションの道具です。\n\nLINEの不在電話着信だけ残す人々。\nLINEはテキストも送信できます。\n要件を教えて下さい。\n\n返信電話待つのはナンセンスではないでしょうか。	1	1
840	若いフリーランスのみなさまへ\n\n「なんか変だなー」って思う人とは仕事の契約しないようにしましょう。\n\n若い貴方の感覚は正解です。	1	1
841	花が枯れる！？\n\n花瓶に刺したお花を、朝外に出して日を浴びさせた。\n\n太陽が元気すぎて花瓶の水がお湯になってた。\n\n花、大丈夫かしら。。。	1	1
842	今日、運動会の小学校多いですね。\nインスタのストーリーが運動会で満タン	1	0
843	Twitterやってると怒らなくちゃって気持ちに、少しなるのは何故だろうか。\n\n優しく呟きたい。	1	1
844	断捨離しすぎて、服が無い。\n秋物と冬物を早急に準備せねば。	1	1
845	LINEで細やかに連絡できる人は信頼できるなあ。\nお会いしてからの動きもすごく良くて、尊敬出来ます。	1	1
846	みんなインスタストーリーにあげた動画&写真にコメントってどのくらい来てるんだろか。\n\n反応無いと寂しいよね。\n\n私は今日も「良いね」を押します。	1	1
847	10万円の再給付と税金の一時カットまだかな	1	1
848	完璧主義ではなく、納品主義を目指す。	1	1
849	昼間はまだまだ海で遊べるな。\n11月いっぱいは昼間が夏。	1	0
850	今年あと2か月で英語の本3冊はクリアにしよう。買ったら使う、決めたら学ぶ。	1	1
851	積読の本が多い。自己啓発系とかマーケティング系は楽しいから読めるけれども、英語の勉強とかの本は積み上がってるな。	1	1
852	夜はコート着れる気温。昼は半袖で過ごせる気温。風邪ひくわ。	1	1
853	コンビニの袋が有料化されたことによって、\nビンのままワインとかお酒を持って外をあるくことがある。\n治安が悪い。エコバッグを忘れずに持ち込もう。	1	1
854	エコバッグを買ったお客さんに、そのまま手渡ししたら。\n「ショップバッグに入れてください」\nと言われたことがある。\nエコバッグとは。	1	1
855	花を持った人が街に増えると良いなあ。\nお花のイベントやりたいなあ。	1	0
856	ひらがなとカナカタのテスト。\n\n今夜も可愛子ちゃんとご飯。\n今夜もカワイコちゃんとごはん。	1	0
857	カップル見てると、「女の子ってやっぱりオシャレだなあ」って思う。\n\n大人でも男性はやはりスニーカーなどカジュアルが強い。\n\n女性はスカーフ巻いたりヒール履いたりフォーマルアイテムを取り入れてるコトが多い。\n\n男性もデートの時に革靴とか履くと好印象かもです。	1	1
858	UNIQLOからセミワイドカラーシャツが出ている。\n\n結論すごく良い。\n\n適度に広がった襟がクラッシックな雰囲気を出してくれます。\n首元が広がって小顔効果もあります。\n\nおすすめ。	1	0
859	男は料理が出来ない方がモテる？\n\nなんでも一人でできちゃう男性には、「あたしの出来ることが無い」ってなっちゃうかも。\n\n料理が出来る男性の場合は、「〇〇ちゃん、いっしょに作ろう」って誘うと良いかもです。	1	1
860	長い靴下が使いやすい。\n\nアンクルパンツやら、スラックスの丈が短いのが流行ってきました。\n\n秋冬にスネの肌が見えない方がオシャレに見えます。\n\nアンクルソックスを履くのは夏までにして、この秋冬は長い靴下を履いてみよう。	1	1
861	日曜日だから、お酒は早めにスタートしちゃおう。\n\n早めに飲み始めて、早めに終わる。\n\n明日の月曜日はスカッと起きる！	1	0
862	一人暮らしの部屋の選び方。\n\n部屋の広さより\n「壁が暑い」ことの方が大切。\n\n隣の騒音と、となりへの自室からの音はかなり気になります。\n\n可能な限り壁の分厚い部屋を選びましょう。\n\n引越ししたい。	1	1
863	1人暮らしの部屋の選び方。\n\n「トイレと風呂は別々。」\n\n誰が発明したのか悪魔の間取り。部屋があまるこの時代に残ったバブルの負の遺産。\n\n内見まで行く必要もありません。間取り書面の段階でお断りしましょう。\n\n引っ越ししたい。	1	1
864	1人暮らしの部屋の選び方。\n\n「無駄に広い部屋は不要」\n\n広い部屋には憧れますね。\n\nただ広い部屋は、掃除が大変、モノが増える、エアコンが効かない、そもそも全部屋にはエアコンが無い。\n\nなどデメリットもいっぱい。適切に選びましょう。\n\n引っ越ししたい。	1	1
865	お風呂オススメアイテム\n\n身体を洗うのは牛乳石鹸。\n身体を洗うのは綿のタオル。\n\n化粧水と乳液は安くて良いので全身たっぷりつかう。\n\nこれだけでかなりスッキリツルツルになりました。\n\n個人差あるので肌に合わないときには使用をやめてください。	1	0
866	花屋さんってらどうやって収益上げてるんですかね？\n披露宴とか、ホテルの飾り付けとかかしら？\n個人客への小売りだけじゃ、苦しいですよね。。。	1	1
867	環境が異なると言葉も変わる？\n\n砂漠では雨が「天気が良い」なのかしら？	1	1
868	モノ減らすメモ\n\n5.1chステレオをやめて、ポータブルスピーカーに変える。JBLが良いらしい。\n\nステレオは現代の暮らしには大きすぎる。\nそこまで良い音も求めていない。	1	1
869	フォーク型に並ばせない、コンビニ&スーパーのレジ。\nもう良い加減にしてほしい。\n\nオジサンおばさん、新しいルール覚えてほしい。	1	1
870	年中ダイエット\n\n空腹と共存？するために、無限に食べて良いものを決めている。\n\n私は豆腐と枝豆と海藻。\n\nなかなか痩せない。	1	1
871	外食と私。\n\nほぼグルテンフリーの私は外食するとお店がかなり限られる。\n\nその時にいつも外食は小麦粉が多いなあとも感じる。\n\nラーメン、うどん、そば、ピザ。\n\n私はタイ料理を食べます。	1	1
872	道案内の説明を練習すると、お話が上手になります。\n\n相手の知ってるエリアを聞き出して想像して、どの細かさからどのあたりまで説明するのか。\n\nパリに行ったことない人に、「パリの〇〇レストランの横でーす」とか言ってもよく分からない。街の名前とか駅名とかでOK。	1	1
873	3か月前から始める引っ越しの準備。\n\n●モノを捨てる\n過剰にあるペン筆記用具を捨てる。なんでこんなにあるのかしら。	1	1
874	UNIQLO在庫管理が変わりましたか？\n\n去年のアイテムとかたっぷり置く様になりましたね。\nエコで何よりですが、お店の棚がパンパンになっている印象。	1	1
875	ABCマートのお姉さん、防水スプレー勧める時に。\n\n「このスニーカーは洗えないから、防水スプレーが必要」って、無理がある。\n\nvansのキャンバスですよこれ。	1	1
876	水で洗濯しても汚れが落ちた気にならないですね。\n\nお湯で洗う洗濯機とそれをつなぐ住居のシステムの開発を希望します。\n令和2年なんだから。	1	1
877	全ての住居に、食器洗浄乾燥機の設置を希望します。\n\nまだ手で洗ってって社会に取ってマイナスですよね。\n\n機械にまかせよう。	1	1
878	田舎に住んでる人こそAmazonプライムとか使って、通販するべき。\n\n在庫切れが少ないし、衣類でもサイズと色が豊富。時間のムダが減る。\n\nしかし田舎の人ほどネット通販を使わないイメージがある。買い物に行くのが好きなのかな。	1	1
879	焼き芋にバニラアイスかけると、美味しいらしい！\n\n芋はホクホク系が良さそうだな。\n紅はるかとか、紅あづまとか。	1	0
880	この時期に衣類を買うのはすごく難しい！！！\n\n風を止める薄いコートと、脱ぎ着着やすいパーカーとかニット。\nその辺かなあ。\n\nトータルのコーディネートを考えてある程度色味を揃えて買いたい。	1	1
881	UNIQLOのワイドフィットテーパードパンツが秋冬もすごく良い。\n\n優雅なワイドさと高級感のある生地。\n\nこれでウールとかツイードとか出ないかなー。\n出ないだろーなー。	1	0
882	UNIQLOのコーデュロイパンツ、生地はすごく良かった。\n\n冬のオシャレって感じ。\n形は普通だった。\n\nビジカジとかなら良いかもです。と、ワイドパンツ好きの私が言ってます。	1	1
883	ABCマートさん、ジャックパーセルの取り扱いやめたのかしら？\nレザーの黒が欲しかった。	1	1
884	そろそろお鍋の季節ですね。きのこ食べたい。	1	1
885	今日は全然歩けていない。\n明日10キロくらい歩きたいな。	1	1
886	モニターとスマホ見すぎて目が痛い。\nブルーライトカットメガネが必要だ。\n軽いやつ。オンデーズに行こう。	1	1
887	夜になって寒くなってきた。\n暖房は過剰だから膝掛けでしなぐ。	1	1
888	「瀬戸内海綺麗すぎ」うらやましい悩みですね。	1	1
889	仕事用の椅子のお尻に敷くジェルマットみたいなのが欲しいな。ハニカム構造のやつ。\n硬い椅子に座りっぱなしだと、お尻の血が止まっちゃう。	1	1
890	田舎の夜の道路は暗い。歩行者は懐中電灯をマストで持って下さい。散歩中の犬にもライトをつけてあげて下さい。	1	1
891	空気が乾燥してきた。すぐに喉が渇く。水分補給を増やさねば。	1	1
892	通販ならサイズも色も自由に選べて、東京から送料1000円以内でだいたいどこにでも到着する。素晴らしい時代になりました。ITありがとう。	1	3
893	タバコっていま500円以上するのね！	1	1
894	GUのシェフパンツ。非常に良いですね。生地も豊富で、カラバリも多く楽しめる。何より安い。	1	3
895	宮本浩次が日曜サンデーに出てたのか！？聞き逃した！	1	1
896	いま中高生だったら絶対に理系に進むなー。プログラミング一択。	1	1
897	明日行きたいパン屋さんにFacebookのメッセンジャーで営業確認DMしたけど、返信ないな。電話もつながらない。不安だなー。	1	1
898	ヘインズのサーマル上下のXXLって国内で売ってないのかな。需要あると思う。私みたいにヒートテックの肌触りが苦手な人が居るかと。	1	1
899	進学進路を考えてる学生さんはしっかり考えた方が良い。何にも考えずに決めた私は。無駄に大学に行きました。時間の無駄でした。	1	1
900	いまくらいの時期に花火大会してほしいなー。夏は暑すぎる。8月とかに花火大会するのもうやめませんか。	1	1
901	おにぎりが３つあるのに、間違えてコメを3合炊いた。炊いた米は冷凍行きだ。	1	1
902	早寝早起きして、運動して、ご飯食べて、好きな人と寝る。すっごく健康になる！ウツを吹き飛ばせ。	1	3
903	りんごは青森産が多い。スーパーで見てると岩手産は無い。ゼロ。岩手のリンゴも食べたい。	1	1
904	安いティッシュを買った。ヤスリかと思うほど硬かった。	1	1
905	古民家カフェが苦手。家が小さいから、柱に身体がぶつかるし、ハリに頭がぶつかるし、ゆかが硬くて、靴を脱がないといけない。苦手。	1	1
906	天気が良いなー！！秋晴れ。	1	0
907	天気が良いからカレー。	1	0
908	おはようございます。本日も頭フル回転を目指します。	1	0
909	朝はさすがに寒い、10月末。ダウンジャケットを着て歩く。	1	2
910	チーズを豚肉とシソで巻くと美味しい。串に刺して焼くと、さらに楽しい。2個で1串にすると400円くらいか。	1	1
911	作業場の外部モニターもう1台追加したいな。キーボードも外付けにしたい。	1	1
912	嘘つかないことって、すごく大事。そのためにもイヤなコトはイヤだと言おうと思う。	1	1
913	ダウンジャケットがもう暑い、10月の8時。	1	1
914	バナナヨーグルトで腸活。おはようございます。	1	1
915	紅茶も、発酵食品ってホントですか？	1	1
916	朝からカレー食べたい。スパイスを体に入れると元気が出る気がする。	1	1
917	昨日はウォーキング5.6キロでした。5キロ足りない。今日15キロ！？	1	1
918	今時期の洋服の正解は未だ見つからず。\n昼間は半袖短パン（日焼け止めあり）。\n夜はコートって、難しすぎませんか？	1	1
919	マックグリドルんまい。店員さんにモバイルオーダーを教えてもらった。スマホだけで注文と支払いが完結するようです。しかも持ち帰りなら待ち時間なし。	1	1
920	え！？豆乳もたくさん飲みすぎると体に悪いってホントですか。	1	1
921	毎日の時間割り作らなきゃな。午前中はコレやって、午後はこれやってみたいに。朝イチのウォーキングは決まりだな。健やかにスタートする1日よ。	1	1
